Algorithm	File	Fitness	Time(s)	Evals
SimulatedAnnealing	GKD-b_17_n50_m15	98.5525	0.0201171	2842.4
SimulatedAnnealing	GKD-b_18_n50_m15	77.4039	0.0169879	2124.6
SimulatedAnnealing	GKD-b_19_n50_m15	116.458	0.0162758	2012
SimulatedAnnealing	GKD-b_20_n50_m15	113.617	0.0157458	1812
SimulatedAnnealing	GKD-b_21_n100_m10	41.4636	0.0184432	3636.6
SimulatedAnnealing	GKD-b_22_n100_m10	35.8282	0.0153648	2258.6
SimulatedAnnealing	GKD-b_23_n100_m10	33.6037	0.0154264	2288.6
SimulatedAnnealing	GKD-b_24_n100_m10	35.1539	0.0166653	2870.4
SimulatedAnnealing	GKD-b_25_n100_m10	37.7572	0.0168489	3047.8
SimulatedAnnealing	GKD-b_26_n100_m30	330.169	0.143612	8438.4
SimulatedAnnealing	GKD-b_27_n100_m30	245.861	0.146966	8902.6
SimulatedAnnealing	GKD-b_28_n100_m30	356.604	0.158352	10124.2
SimulatedAnnealing	GKD-b_29_n100_m30	221.21	0.160413	10647.4
SimulatedAnnealing	GKD-b_30_n100_m30	373.276	0.130138	6612.6
SimulatedAnnealing	GKD-b_31_n125_m12	45.2436	0.0339739	4734
SimulatedAnnealing	GKD-b_32_n125_m12	46.5701	0.028871	3524.8
SimulatedAnnealing	GKD-b_33_n125_m12	49.9373	0.0327789	4988
SimulatedAnnealing	GKD-b_34_n125_m12	44.8038	0.0297685	3766.6
SimulatedAnnealing	GKD-b_35_n125_m12	47.3393	0.0319192	4776.8
SimulatedAnnealing	GKD-b_36_n125_m37	340.157	0.319069	16986
SimulatedAnnealing	GKD-b_37_n125_m37	427.145	0.308653	16237.4
SimulatedAnnealing	GKD-b_38_n125_m37	589.06	0.281481	13976.2
SimulatedAnnealing	GKD-b_39_n125_m37	377.196	0.329923	18451.8
SimulatedAnnealing	GKD-b_40_n125_m37	454.7	0.273402	13278.6
SimulatedAnnealing	GKD-b_41_n150_m15	61.349	0.0495333	4401.2
SimulatedAnnealing	GKD-b_42_n150_m15	77.0022	0.0519595	5295.4
SimulatedAnnealing	GKD-b_43_n150_m15	78.1677	0.0591167	7398.4
SimulatedAnnealing	GKD-b_44_n150_m15	63.5039	0.0485582	4415.2
SimulatedAnnealing	GKD-b_45_n150_m15	80.7397	0.0500243	5011
SimulatedAnnealing	GKD-b_46_n150_m45	498.547	0.5656	21184.8
SimulatedAnnealing	GKD-b_47_n150_m45	465.367	0.516004	17593
SimulatedAnnealing	GKD-b_48_n150_m45	526.302	0.428466	12189.4
SimulatedAnnealing	GKD-b_49_n150_m45	455.316	0.55617	20285.2
SimulatedAnnealing	GKD-b_50_n150_m45	420.507	0.601661	23888.8
SimulatedAnnealing	MEDIA_N25	17.4657	0.00102888	273.64
SimulatedAnnealing	MEDIA_N50	56.4217	0.0100061	1558.56
SimulatedAnnealing	MEDIA_N100	171.093	0.0822229	5882.72
SimulatedAnnealing	MEDIA_N125	242.215	0.166984	10072
SimulatedAnnealing	MEDIA_N150	272.68	0.292709	12166.2
SimulatedAnnealing	MEDIA_GLOBAL	151.975	0.11059	5990.64
GRASP-NOBL	GKD-b_1_n25_m2	0	2.61996e-05	10
GRASP-NOBL	GKD-b_2_n25_m2	0	2.37226e-05	10
GRASP-NOBL	GKD-b_3_n25_m2	0	2.29232e-05	10
GRASP-NOBL	GKD-b_4_n25_m2	0	2.27508e-05	10
GRASP-NOBL	GKD-b_5_n25_m2	0	2.35984e-05	10
GRASP-NOBL	GKD-b_6_n25_m7	74.9301	0.00054214	10
GRASP-NOBL	GKD-b_7_n25_m7	79.3876	0.00054091	10
GRASP-NOBL	GKD-b_8_n25_m7	69.7223	0.00056027	10
GRASP-NOBL	GKD-b_9_n25_m7	63.3947	0.000550856	10
GRASP-NOBL	GKD-b_10_n25_m7	94.2442	0.00055467	10
GRASP-NOBL	GKD-b_11_n50_m5	33.9142	0.000600245	10
GRASP-NOBL	GKD-b_12_n50_m5	33.2805	0.000632125	10
GRASP-NOBL	GKD-b_13_n50_m5	28.524	0.000728906	10
GRASP-NOBL	GKD-b_14_n50_m5	37.6546	0.000688796	10
GRASP-NOBL	GKD-b_15_n50_m5	40.0821	0.000593541	10
GRASP-NOBL	GKD-b_16_n50_m15	316.66	0.00277599	10
GRASP-NOBL	GKD-b_17_n50_m15	293.717	0.00268723	10
GRASP-NOBL	GKD-b_18_n50_m15	239.645	0.00280209	10
GRASP-NOBL	GKD-b_19_n50_m15	263.812	0.00325337	10
GRASP-NOBL	GKD-b_20_n50_m15	294.524	0.00283775	10
GRASP-NOBL	GKD-b_21_n100_m10	182.292	0.00310445	10
GRASP-NOBL	GKD-b_22_n100_m10	154.34	0.00312373	10
GRASP-NOBL	GKD-b_23_n100_m10	160.553	0.00314919	10
GRASP-NOBL	GKD-b_24_n100_m10	136.969	0.0031865	10
GRASP-NOBL	GKD-b_25_n100_m10	152.538	0.00312551	10
GRASP-NOBL	GKD-b_26_n100_m30	799.053	0.0138944	10
GRASP-NOBL	GKD-b_27_n100_m30	900.873	0.0140128	10
GRASP-NOBL	GKD-b_28_n100_m30	903.889	0.013992	10
GRASP-NOBL	GKD-b_29_n100_m30	780.926	0.0141107	10
GRASP-NOBL	GKD-b_30_n100_m30	973.875	0.0139203	10
GRASP-NOBL	GKD-b_31_n125_m12	130.669	0.00482326	10
GRASP-NOBL	GKD-b_32_n125_m12	195.862	0.005009	10
GRASP-NOBL	GKD-b_33_n125_m12	241.982	0.00496765	10
GRASP-NOBL	GKD-b_34_n125_m12	219.864	0.00500309	10
GRASP-NOBL	GKD-b_35_n125_m12	258.104	0.00484811	10
GRASP-NOBL	GKD-b_36_n125_m37	1007.8	0.0237065	10
GRASP-NOBL	GKD-b_37_n125_m37	1345.08	0.023676	10
GRASP-NOBL	GKD-b_38_n125_m37	1043.62	0.0237964	10
GRASP-NOBL	GKD-b_39_n125_m37	1035.43	0.0238673	10
GRASP-NOBL	GKD-b_40_n125_m37	966.016	0.0237912	10
GRASP-NOBL	GKD-b_41_n150_m15	288.188	0.00833891	10
GRASP-NOBL	GKD-b_42_n150_m15	278.326	0.00804418	10
GRASP-NOBL	GKD-b_43_n150_m15	335.263	0.00804387	10
GRASP-NOBL	GKD-b_44_n150_m15	280.255	0.00801213	10
GRASP-NOBL	GKD-b_45_n150_m15	252.373	0.00825309	10
GRASP-NOBL	GKD-b_46_n150_m45	1463.65	0.0383047	10
GRASP-NOBL	GKD-b_47_n150_m45	1208.65	0.0382233	10
GRASP-NOBL	GKD-b_48_n150_m45	1412.83	0.0383636	10
GRASP-NOBL	GKD-b_49_n150_m45	1401.43	0.0390699	10
GRASP-NOBL	GKD-b_50_n150_m45	1282.34	0.0392808	10
GRASP-NOBL	MEDIA_N25	38.1679	0.000286804	10
GRASP-NOBL	MEDIA_N50	158.181	0.00176	10
GRASP-NOBL	MEDIA_N100	514.531	0.00856196	10
GRASP-NOBL	MEDIA_N125	644.442	0.0143489	10
GRASP-NOBL	MEDIA_N150	820.331	0.0233934	10
GRASP-NOBL	MEDIA_GLOBAL	435.13	0.00967022	10
GRASP-SIBL	GKD-b_1_n25_m2	0	0.000274366	470
GRASP-SIBL	GKD-b_2_n25_m2	0	0.000273563	470
GRASP-SIBL	GKD-b_3_n25_m2	0	0.000264494	470
GRASP-SIBL	GKD-b_4_n25_m2	0	0.000262871	470
GRASP-SIBL	GKD-b_5_n25_m2	0	0.000270673	470
GRASP-SIBL	GKD-b_6_n25_m7	17.1888	0.00242444	2424.4
GRASP-SIBL	GKD-b_7_n25_m7	20.9335	0.00241739	2328
GRASP-SIBL	GKD-b_8_n25_m7	21.727	0.00275024	2844.6
GRASP-SIBL	GKD-b_9_n25_m7	24.1419	0.00288616	2924.2
GRASP-SIBL	GKD-b_10_n25_m7	26.2716	0.00265121	2656
GRASP-SIBL	GKD-b_11_n50_m5	8.06201	0.0034011	3871.2
GRASP-SIBL	GKD-b_12_n50_m5	7.24779	0.00354365	4327
GRASP-SIBL	GKD-b_13_n50_m5	8.20032	0.00347586	4203.2
GRASP-SIBL	GKD-b_14_n50_m5	7.03675	0.00375014	4481
GRASP-SIBL	GKD-b_15_n50_m5	8.19985	0.00331507	3921.4
GRASP-SIBL	GKD-b_16_n50_m15	72.8011	0.0229894	15219.6
GRASP-SIBL	GKD-b_17_n50_m15	65.5634	0.0291327	16850
GRASP-SIBL	GKD-b_18_n50_m15	59.1571	0.0207551	13490.6
GRASP-SIBL	GKD-b_19_n50_m15	74.2475	0.022722	14877.8
GRASP-SIBL	GKD-b_20_n50_m15	70.824	0.0219172	14306.2
GRASP-SIBL	GKD-b_21_n100_m10	23.0479	0.0284137	21291.2
GRASP-SIBL	GKD-b_22_n100_m10	23.688	0.0252139	19772.6
GRASP-SIBL	GKD-b_23_n100_m10	27.0488	0.0297307	22510.4
GRASP-SIBL	GKD-b_24_n100_m10	26.0282	0.0253212	19728.2
GRASP-SIBL	GKD-b_25_n100_m10	26.8523	0.0249937	19854
GRASP-SIBL	GKD-b_26_n100_m30	260.666	0.178772	65495
GRASP-SIBL	GKD-b_27_n100_m30	207.278	0.181843	65945
GRASP-SIBL	GKD-b_28_n100_m30	213.834	0.184032	67977
GRASP-SIBL	GKD-b_29_n100_m30	219.326	0.167935	65195.4
GRASP-SIBL	GKD-b_30_n100_m30	216.205	0.180886	63221.6
GRASP-SIBL	GKD-b_31_n125_m12	22.8724	0.0647753	46170.6
GRASP-SIBL	GKD-b_32_n125_m12	35.1044	0.0435185	29415
GRASP-SIBL	GKD-b_33_n125_m12	27.2067	0.0514846	34790.2
GRASP-SIBL	GKD-b_34_n125_m12	32.7288	0.0443539	29483.4
GRASP-SIBL	GKD-b_35_n125_m12	36.4462	0.0490783	31744.2
GRASP-SIBL	GKD-b_36_n125_m37	278.864	0.320692	89802.2
GRASP-SIBL	GKD-b_37_n125_m37	308.341	0.355167	92061.2
GRASP-SIBL	GKD-b_38_n125_m37	322.08	0.323393	87729.2
GRASP-SIBL	GKD-b_39_n125_m37	256.959	0.314055	86168
GRASP-SIBL	GKD-b_40_n125_m37	348.13	0.309986	90346.4
GRASP-SIBL	GKD-b_41_n150_m15	42.9199	0.0868442	50091
GRASP-SIBL	GKD-b_42_n150_m15	45.4984	0.0959764	52478
GRASP-SIBL	GKD-b_43_n150_m15	50.6205	0.0919188	49123.2
GRASP-SIBL	GKD-b_44_n150_m15	44.3779	0.0844456	48440.4
GRASP-SIBL	GKD-b_45_n150_m15	48.8932	0.0858248	49989
GRASP-SIBL	GKD-b_46_n150_m45	406.717	0.536017	97423.6
GRASP-SIBL	GKD-b_47_n150_m45	388.796	0.50325	99010
GRASP-SIBL	GKD-b_48_n150_m45	392.519	0.498178	98099
GRASP-SIBL	GKD-b_49_n150_m45	427.301	0.520585	98734
GRASP-SIBL	GKD-b_50_n150_m45	503.247	0.48033	96307
GRASP-SIBL	MEDIA_N25	11.0263	0.00144754	1552.72
GRASP-SIBL	MEDIA_N50	38.134	0.0135002	9554.8
GRASP-SIBL	MEDIA_N100	124.397	0.102714	43099
GRASP-SIBL	MEDIA_N125	166.873	0.18765	61771
GRASP-SIBL	MEDIA_N150	235.089	0.298337	73969.5
GRASP-SIBL	MEDIA_GLOBAL	115.104	0.12073	37989.4
